1,text,text,me,sick, , 
174,Nothing makes getting over food poisoning more delightful than seeing an ad for something called a Cookie Butter Burger. #gross,Nothing makes getting over food poisoning more delightful than seeing an ad for something called a Cookie Butter Burger,Nothing,makes, , 
174,Nothing makes getting over food poisoning more delightful than seeing an ad for something called a Cookie Butter Burger. #gross,Nothing makes getting over food poisoning more delightful than seeing an ad for something called a Cookie Butter Burger, ,getting,poisoning, 
174,Nothing makes getting over food poisoning more delightful than seeing an ad for something called a Cookie Butter Burger. #gross,Nothing makes getting over food poisoning more delightful than seeing an ad for something called a Cookie Butter Burger, ,seeing,ad, 
174,Nothing makes getting over food poisoning more delightful than seeing an ad for something called a Cookie Butter Burger. #gross,Nothing makes getting over food poisoning more delightful than seeing an ad for something called a Cookie Butter Burger, ,called,Burger, 
175,@LouMalnatis I love your pizza so much. But is it possible that the spinach pie gave me food poisoning today? Sure seems like something did.,@LouMalnatis I love your pizza so much,I,love,pizza, 
175,@LouMalnatis I love your pizza so much. But is it possible that the spinach pie gave me food poisoning today? Sure seems like something did.,@LouMalnatis I love your pizza so much,much,@LouMalnatis, , 
175,@LouMalnatis I love your pizza so much. But is it possible that the spinach pie gave me food poisoning today? Sure seems like something did., But is it possible that the spinach pie gave me food poisoning today? Sure seems like something did,pie,gave,poisoning, 
175,@LouMalnatis I love your pizza so much. But is it possible that the spinach pie gave me food poisoning today? Sure seems like something did., But is it possible that the spinach pie gave me food poisoning today? Sure seems like something did,Sure,seems, , 
175,@LouMalnatis I love your pizza so much. But is it possible that the spinach pie gave me food poisoning today? Sure seems like something did., But is it possible that the spinach pie gave me food poisoning today? Sure seems like something did,something,did, , 
176,@Px2814 @karend_ it's the only thing i can ever keep down when i have food poisoning! as now. No go on water.,@Px2814 @karend_ it's the only thing i can ever keep down when i have food poisoning! as now,@Px2814,@karend_, , 
176,@Px2814 @karend_ it's the only thing i can ever keep down when i have food poisoning! as now. No go on water.,@Px2814 @karend_ it's the only thing i can ever keep down when i have food poisoning! as now,it,thing, , 
176,@Px2814 @karend_ it's the only thing i can ever keep down when i have food poisoning! as now. No go on water.,@Px2814 @karend_ it's the only thing i can ever keep down when i have food poisoning! as now,i,keep, , 
176,@Px2814 @karend_ it's the only thing i can ever keep down when i have food poisoning! as now. No go on water.,@Px2814 @karend_ it's the only thing i can ever keep down when i have food poisoning! as now,i,have,food, 
176,@Px2814 @karend_ it's the only thing i can ever keep down when i have food poisoning! as now. No go on water., No go on water,No,go, , 
177,@WholeFoods mgmt stinks. When someone gets food poisoning at your store! you want to do everything you can to keep them. They don't. Run.,@WholeFoods mgmt stinks,stinks,@WholeFoods, , 
177,@WholeFoods mgmt stinks. When someone gets food poisoning at your store! you want to do everything you can to keep them. They don't. Run., When someone gets food poisoning at your store! you want to do everything you can to keep them,someone,gets,food, 
177,@WholeFoods mgmt stinks. When someone gets food poisoning at your store! you want to do everything you can to keep them. They don't. Run., When someone gets food poisoning at your store! you want to do everything you can to keep them, ,want,poisoning, 
177,@WholeFoods mgmt stinks. When someone gets food poisoning at your store! you want to do everything you can to keep them. They don't. Run., When someone gets food poisoning at your store! you want to do everything you can to keep them,poisoning,do, , 
177,@WholeFoods mgmt stinks. When someone gets food poisoning at your store! you want to do everything you can to keep them. They don't. Run., When someone gets food poisoning at your store! you want to do everything you can to keep them,you,want, , 
177,@WholeFoods mgmt stinks. When someone gets food poisoning at your store! you want to do everything you can to keep them. They don't. Run., When someone gets food poisoning at your store! you want to do everything you can to keep them, ,do,everything, 
177,@WholeFoods mgmt stinks. When someone gets food poisoning at your store! you want to do everything you can to keep them. They don't. Run., When someone gets food poisoning at your store! you want to do everything you can to keep them,you,can, , 
177,@WholeFoods mgmt stinks. When someone gets food poisoning at your store! you want to do everything you can to keep them. They don't. Run., When someone gets food poisoning at your store! you want to do everything you can to keep them,you,keep,them, 
177,@WholeFoods mgmt stinks. When someone gets food poisoning at your store! you want to do everything you can to keep them. They don't. Run., They don't,They,do, , 
180,skills include: being able to teach a makeup tutorial about how to cover up all your broken blood vessels after a 3am food poisoning bout.,skills include: being able to teach a makeup tutorial about how to cover up all your broken blood vessels after a 3am food poisoning bout,skills,include, , 
180,skills include: being able to teach a makeup tutorial about how to cover up all your broken blood vessels after a 3am food poisoning bout.,skills include: being able to teach a makeup tutorial about how to cover up all your broken blood vessels after a 3am food poisoning bout, ,teach,tutorial, 
180,skills include: being able to teach a makeup tutorial about how to cover up all your broken blood vessels after a 3am food poisoning bout.,skills include: being able to teach a makeup tutorial about how to cover up all your broken blood vessels after a 3am food poisoning bout, ,cover,vessels, 
181,Google Drive workshop gonna be a blast after food poisoning yesterday.,Google Drive workshop gonna be a blast after food poisoning yesterday,Drive,workshop, , 
182,I think Hardee's just gave me food poisoning,I think Hardee's just gave me food poisoning,I,think, , 
182,I think Hardee's just gave me food poisoning,I think Hardee's just gave me food poisoning,Hardee,gave,poisoning, 
183,food poisoning is so much fun,food poisoning is so much fun,poisoning,fun, , 
184,@bibliogrrl I thought mine was food poisoning at first too. But I'm pretty sure I had a fever and aches and pains.,@bibliogrrl I thought mine was food poisoning at first too,I,thought, , 
184,@bibliogrrl I thought mine was food poisoning at first too. But I'm pretty sure I had a fever and aches and pains.,@bibliogrrl I thought mine was food poisoning at first too,mine,poisoning, , 
184,@bibliogrrl I thought mine was food poisoning at first too. But I'm pretty sure I had a fever and aches and pains., But I'm pretty sure I had a fever and aches and pains,I,sure, , 
184,@bibliogrrl I thought mine was food poisoning at first too. But I'm pretty sure I had a fever and aches and pains., But I'm pretty sure I had a fever and aches and pains,I,had,aches, 
185,I'm sorry but you do not get food poisoning from cheetos.,I'm sorry but you do not get food poisoning from cheetos,I,sorry, , 
185,I'm sorry but you do not get food poisoning from cheetos.,I'm sorry but you do not get food poisoning from cheetos,you,get,poisoning, 
186,â«It's my birthday and I can turn my assignment in a week late if I want to,It's my birthday and I can turn my assignment in a week late if I want to,It,birthday, , 
186,â«It's my birthday and I can turn my assignment in a week late if I want to,It's my birthday and I can turn my assignment in a week late if I want to,I,turn,assignment, 
186,â«It's my birthday and I can turn my assignment in a week late if I want to,It's my birthday and I can turn my assignment in a week late if I want to,I,want, , 
187,â«You would turn it in late too if food poisoning happened to youu,You would turn it in late too if food poisoning happened to youu,You,turn,it, 
187,â«You would turn it in late too if food poisoning happened to youu,You would turn it in late too if food poisoning happened to youu,poisoning,happened, , 
187,â«You would turn it in late too if food poisoning happened to youu,You would turn it in late too if food poisoning happened to youu,poisoning,youu, , 
188,Every time I plan to get a flu shot! I get sick again. Ugh! fuck you! stomach virus. Or food poisoning. Whichever.,Every time I plan to get a flu shot! I get sick again,time,shot, , 
188,Every time I plan to get a flu shot! I get sick again. Ugh! fuck you! stomach virus. Or food poisoning. Whichever.,Every time I plan to get a flu shot! I get sick again,I,plan, , 
188,Every time I plan to get a flu shot! I get sick again. Ugh! fuck you! stomach virus. Or food poisoning. Whichever.,Every time I plan to get a flu shot! I get sick again,I,get,flu, 
188,Every time I plan to get a flu shot! I get sick again. Ugh! fuck you! stomach virus. Or food poisoning. Whichever.,Every time I plan to get a flu shot! I get sick again,I,sick, , 
188,Every time I plan to get a flu shot! I get sick again. Ugh! fuck you! stomach virus. Or food poisoning. Whichever., Ugh! fuck you! stomach virus, ,fuck,you, 
188,Every time I plan to get a flu shot! I get sick again. Ugh! fuck you! stomach virus. Or food poisoning. Whichever., Ugh! fuck you! stomach virus,virus,fuck, , 
189,Possibly have food poisoning the night before the exam so this great,Possibly have food poisoning the night before the exam so this great, ,have,poisoning, 
189,Possibly have food poisoning the night before the exam so this great,Possibly have food poisoning the night before the exam so this great,great,have, , 
190,@GreenieJules Like the joy of cooking except you will get food poisoning instead. Lol.,@GreenieJules Like the joy of cooking except you will get food poisoning instead,you,get,poisoning, 
192,I think I'm the only person on earth who can't just puke and get it over with when I have food poisoning #ridiculous #ReallySuffering,I think I'm the only person on earth who can't just puke and get it over with when I have food poisoning #ridiculous #ReallySuffering,I,think, , 
192,I think I'm the only person on earth who can't just puke and get it over with when I have food poisoning #ridiculous #ReallySuffering,I think I'm the only person on earth who can't just puke and get it over with when I have food poisoning #ridiculous #ReallySuffering,I,person, , 
192,I think I'm the only person on earth who can't just puke and get it over with when I have food poisoning #ridiculous #ReallySuffering,I think I'm the only person on earth who can't just puke and get it over with when I have food poisoning #ridiculous #ReallySuffering,person,puke, , 
192,I think I'm the only person on earth who can't just puke and get it over with when I have food poisoning #ridiculous #ReallySuffering,I think I'm the only person on earth who can't just puke and get it over with when I have food poisoning #ridiculous #ReallySuffering,person,get, , 
192,I think I'm the only person on earth who can't just puke and get it over with when I have food poisoning #ridiculous #ReallySuffering,I think I'm the only person on earth who can't just puke and get it over with when I have food poisoning #ridiculous #ReallySuffering, ,puke,it, 
192,I think I'm the only person on earth who can't just puke and get it over with when I have food poisoning #ridiculous #ReallySuffering,I think I'm the only person on earth who can't just puke and get it over with when I have food poisoning #ridiculous #ReallySuffering,I,have,#ridiculous, 
193,Lol I'm having asthma attacks and food poisoning and I have a 9-10 hr work day planned today,lol i'm having asthma attacks ,i,having,attacks, 
194,I would get food poisoning the night before my midtermí ½í¸,I would get food poisoning the night before my midterm,I,get,poisoning, 
195,surprised it took this long for my cooking to give myself food poisoning,surprised it took this long for my cooking to give myself food poisoning,it,took, , 
195,surprised it took this long for my cooking to give myself food poisoning,surprised it took this long for my cooking to give myself food poisoning,long,surprised, , 
195,surprised it took this long for my cooking to give myself food poisoning,surprised it took this long for my cooking to give myself food poisoning, ,give,poisoning, 
196,Food poisoning sucks. I'm afraid to sneeze., I'm afraid to sneeze,I,afraid, , 
196,Food poisoning sucks. I'm afraid to sneeze., I'm afraid to sneeze,I,sneeze, , 
197,Able to eat rice today! Food poisoning gone. Need to return all my groceries to @WholeFoods. Food poisoning 2x this year. No thanks WF.,Able to eat rice today! Food poisoning gone, ,eat,rice, 
197,Able to eat rice today! Food poisoning gone. Need to return all my groceries to @WholeFoods. Food poisoning 2x this year. No thanks WF.,Able to eat rice today! Food poisoning gone,Food,Able, , 
197,Able to eat rice today! Food poisoning gone. Need to return all my groceries to @WholeFoods. Food poisoning 2x this year. No thanks WF.,Able to eat rice today! Food poisoning gone,Food,eat, , 
197,Able to eat rice today! Food poisoning gone. Need to return all my groceries to @WholeFoods. Food poisoning 2x this year. No thanks WF., Need to return all my groceries to @WholeFoods, ,return,groceries, 
198,So happy I'm finally feeling better!  Food poisoning is a bitch! Thanks to my love! he was there all night and day taking care of me!,So happy I'm finally feeling better!  Food poisoning is a bitch! Thanks to my love! he was there all night and day taking care of me!,I,feeling, , 
198,So happy I'm finally feeling better!  Food poisoning is a bitch! Thanks to my love! he was there all night and day taking care of me!,So happy I'm finally feeling better!  Food poisoning is a bitch! Thanks to my love! he was there all night and day taking care of me!,he,night, , 
198,So happy I'm finally feeling better!  Food poisoning is a bitch! Thanks to my love! he was there all night and day taking care of me!,So happy I'm finally feeling better!  Food poisoning is a bitch! Thanks to my love! he was there all night and day taking care of me!, ,taking,care, 
199,Have to admit! food poisoning has taught me that you have to slow down sometimes. #LifeInTheFastLane #TicketedForSpeeding,Have to admit! food poisoning has taught me that you have to slow down sometimes,poisoning,taught,me, 
199,Have to admit! food poisoning has taught me that you have to slow down sometimes. #LifeInTheFastLane #TicketedForSpeeding,Have to admit! food poisoning has taught me that you have to slow down sometimes,you,have, , 
199,Have to admit! food poisoning has taught me that you have to slow down sometimes. #LifeInTheFastLane #TicketedForSpeeding,Have to admit! food poisoning has taught me that you have to slow down sometimes,you,slow, , 
